emis,name,province,district,circuit,phase,sector,phone,street_address,town_city,email,quintile
444712075,WELKOM-GIMNASIUM S/S,Free State,LEJWELEPUTSWA,2,Secondary,Public,,"GIMNASIUMSTRAAT 1, JIM FOUCHEPARK, JIM FOUCHEPARK, WELKOM, 9460",WELKOM,,Q5
442908295,WESSEL MAREE S/S,Free State,LEJWELEPUTSWA,4,Secondary,Public,,"Weeberstraat/street, Odendaalsrus, Odendaalsrus, ODENDAALSRUS, 9480",ODENDAALSRUS,,Q5
444712072,WESTERN HOLDINGS P/S,Free State,LEJWELEPUTSWA,2,Primary,Public,,"1122 Rheederpark Ext 2, Phomolong Village, Phomolong Village, WELKOM, 9459",WELKOM,,Q2
445008300,WINBURG C/S,Free State,LEJWELEPUTSWA,5,Combined,Public,,"PIETER VAN DE WERKENSTRAAT, , , WINBURG, 9420",WINBURG,,Q3
440704167,WSM MALOTLE P/S,Free State,LEJWELEPUTSWA,5,Primary,Public,,"578 SEGALO STREET, MAJWEMASWEU, MAJWEMASWEU, BRANDFORT, 9400",BRANDFORT,,Q1
445803770,B-HIVE PI/S,Free State,MANGAUNG METROPOLITA,3,Primary,Independent,,DEANE AVENUE 2,,,
445803769,BERGMANS S/S,Free State,MANGAUNG METROPOLITA,3,Secondary,Public,,21886 BERGMAN,,,Q3
445803778,JSM ACADEMIA CI/S,Free State,MANGAUNG METROPOLITA,9,Combined,Independent,,18 Massyn Street,,,
445803768,LANGENHOVENPARK C/S,Free State,MANGAUNG METROPOLITA,1,Combined,Public,,63 Kokerboom Street,,,Q3
445803777,NEW ARK INDEPENDENT SCHOOL,Free State,MANGAUNG METROPOLITA,3,Primary,Independent,,* Lovedale Street,,,
445803774,ST ELLYS CI/S,Free State,MANGAUNG METROPOLITA,3,Combined,Independent,,46 Deale Road,,,
445802195,ACADEMY OF EXCELLENCE PI/S,Free State,MOTHEO,Unknown,Primary,Independent,,"Linquinda, Racewaypark, Racewaypark, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,
440304273,ACADEMY OF EXCELLENCE SI/S,Free State,MOTHEO,Unknown,Secondary,Independent,,"1 Linquinda Road, Racewaypark, Racewaypark, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,
440304161,ACCELERATED CHRISTIAN COLLEGE II/S,Free State,MOTHEO,Unknown,Intermediate,Independent,,"Rudolf Greyling Str, Estoire, Estoire, BLOEMFONTEIN, 9310",BLOEMFONTEIN,,
440304267,ACCELERATED CHRISTIAN COLLEGE SI/S,Free State,MOTHEO,Unknown,Secondary,Independent,,"Rudolf Greyling Steet,  Estoire,  Estoire, BLOEMFONTEIN, 9310",BLOEMFONTEIN,,
443907314,ALBERT MOROKA,Free State,MOTHEO,9,Secondary,Public,,"STAND NUMBER 2345, SELOSESHA, SELOSESHA, THABA NCHU, 9780",THABA NCHU,,Q3
440602037,AMOHELANG P/S,Free State,MOTHEO,6,Primary,Public,,"1159 SECTION C, , , BOTSHABELO, 9781",BOTSHABELO,,Q1
445802246,ANCHOR ACADEMY IP/S,Free State,MOTHEO,Unknown,Primary,Independent,,"113 Raymond Mhlaba, Navalsig, Navalsig, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,
440303023,ARBEIDSGENOT PF/S,Free State,MOTHEO,3,Primary,Public,,"ARBEIDSGENOT FARM, BLOEMSPRUIT, BLOEMSPRUIT, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,Q1
442607053,ASSISI PF/S,Free State,MOTHEO,11,Primary,Public,,"FORT SAVAGE FARM, Ladybrand, Ladybrand, LADYBRAND, 9745",LADYBRAND,,Q1
440303248,ATANG P/S,Free State,MOTHEO,2,Primary,Public,,"8152 Namibia, NAMIBIA SQUARE, NAMIBIA SQUARE, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q3
440303261,ATLEHANG S/S,Free State,MOTHEO,2,Secondary,Public,,"4449 RAMAILANE STREET, ROCKLANDS, ROCKLANDS, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
445802159,AURUM SEVENTH-DAY ADVENTIST ACADEMY CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"4 Horwitz Street, Universitas, Universitas, BLOEMFONTEIN, 9313",BLOEMFONTEIN,,
440304187,BAINSVLEI C/S,Free State,MOTHEO,1,Combined,Public,,"16 Langeberg Avenue, Spitskop, Spitskop, BLOEMFONTEIN, 9338",BLOEMFONTEIN,,Q2
443907315,BARTIMEA SPEC,Free State,MOTHEO,Unknown,Special Needs,Public,,"BARTIMEA ROAD, SELOSESHA, SELOSESHA, THABA NCHU, 9783",THABA NCHU,,
440304165,BATHO P/S,Free State,MOTHEO,3,Primary,Public,,"1283 Phatlhane Street, MANGAUNG, MANGAUNG, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440602071,BATJHA P/S,Free State,MOTHEO,7,Primary,Public,,"856 , T SECTION, T SECTION, BOTSHABELO, 9781",BOTSHABELO,,Q2
442607211,BEISANG MABEWANA P/S,Free State,MOTHEO,10,Primary,Public,,"240 MLONGENI STREET, , , HOBHOUSE, 9740",HOBHOUSE,,Q2
445802194,BLOEMFONTEIN AUTISM SCHOOL,Free State,MOTHEO,Unknown,Special Needs,Public,,"63 KOKERBOOM STREET, LOURIERPARK, LOURIERPARK, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,
440304231,BLOEMFONTEIN P/S,Free State,MOTHEO,3,Primary,Public,,"Lomarinstraat , Bayswater, Bayswater, BLOEMFONTEIN, 9302",BLOEMFONTEIN,,Q4
440304212,BLOEMFONTEIN S/S,Free State,MOTHEO,3,Secondary,Public,,"Gladstoneweg, Bayswater, Bayswater, BLOEMFONTEIN, 9302",BLOEMFONTEIN,,Q5
444802126,BLOEMFONTEIN SOUTH HIGH S/S,Free State,MOTHEO,1,Secondary,Public,,"De la Rey Avenue , Genl de Wet, Genl de Wet, BLOEMFONTEIN, 9325",BLOEMFONTEIN,,Q5
440303133,BLOEMFONTEIN-OOS P/S,Free State,MOTHEO,3,Primary,Public,,"100 EEUFEES ROAD, BLOEMSPRUIT, BLOEMSPRUIT, BLOEMFONTEIN, 9364",BLOEMFONTEIN,,Q3
440303135,BOCHABELA P/S,Free State,MOTHEO,4,Primary,Public,,"4515 Moikangoa Street, Bochabela, Bochabela, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
442607186,BODIBENG-BA-THUTO PF/S,Free State,MOTHEO,10,Primary,Public,,"Yaxham Farm, Tweespruit, Tweespruit, TWEESPRUIT, 9770",TWEESPRUIT,,Q1
443907309,BOITUMELONG SPEC,Free State,MOTHEO,Unknown,Special Needs,Public,,"333 Moroka Loc, THABANCHU, THABANCHU, THABA NCHU, 9775",THABA NCHU,,
440602061,BOLOKEHANG P/S,Free State,MOTHEO,6,Primary,Public,,"2710 J section , Botshabelo, Botshabelo, BOTSHABELO, 9781",BOTSHABELO,,Q1
445802260,BOLTON COLLEGE,Free State,MOTHEO,Unknown,Secondary,Independent,,"PLOT1.DONEGAL SH.ABRAHAMSKRAAL ROAD, BAINSVLEI, BAINSVLEI, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,
440303146,BOTLEHADI P/S,Free State,MOTHEO,2,Primary,Public,,"29777, CHRIS HANI SQUARE, CHRIS HANI SQUARE, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q2
440304227,BRANDWAG  P/S,Free State,MOTHEO,5,Primary,Public,,"Du Randt Street, Brandwag, Brandwag, BLOEMFONTEIN, 9324",BLOEMFONTEIN,,Q5
440304257,BREBNER P/S,Free State,MOTHEO,3,Primary,Public,,"31 Deale Road, Bayswater, Bayswater, BLOEMFONTEIN, 9310",BLOEMFONTEIN,,Q5
440304255,BREBNER S/S,Free State,MOTHEO,3,Secondary,Public,,"Limousine Street, Helicon Heights, Helicon Heights, BLOEMFONTEIN, 9310",BLOEMFONTEIN,,Q5
440303202,BöHMER S/S,Free State,MOTHEO,Unknown,Special Needs,Public,,"Walter Sisulu Ave Universitas, Universitas, Universitas, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,
440304207,C&N H/MEISIESKOOL ORANJE,Free State,MOTHEO,3,Secondary,Public,,"Harry Smithstraat 3, Arboretum, Arboretum, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,Q5
440304225,C&N P/MEISIESKOOL ORANJE,Free State,MOTHEO,3,Primary,Public,,"Aliwalstraat 99, Arboretum, Arboretum, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,Q5
440303128,CALCULUS BLOEMFONTEIN CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"c/o Loco and Maselspoort Road, East End, East End, BLOEMFONTEIN, 9313",BLOEMFONTEIN,,
445802193,CALEB MOTSHABI P/S,Free State,MOTHEO,2,Primary,Public,,"5031 Caleb Motshabi, Mafora, , , BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q3
445802148,CAREL DU TOIT SPECIAL SCHOOL,Free State,MOTHEO,Unknown,Special Needs,Public,,"PREMISES OF NATIONAL HOSP, ROTH AVENUE,WILLOWS, ROTH AVENUE,WILLOWS, BLOEMFONTEIN, 9324",BLOEMFONTEIN,,
440303237,CASTLEBRIDGE CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"C/O Kolbe & James Dick Street, Willows, Willows, BLOEMFONTEIN, 9321",BLOEMFONTEIN,,
441002116,CHRISTIAAN DE WET C/S,Free State,MOTHEO,12,Combined,Public,,"Carroll Street, , , DEWETSDORP, 9940",DEWETSDORP,,Q4
440304223,CHRISTIAN BROTHERS COLLEGE CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"106 Waverley Road , Bayswater, Bayswater, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,
443907266,CHRISTIAN LIPHOKO S/S,Free State,MOTHEO,8,Secondary,Public,,"3040 LOSABA STREET , SELOSESHA LOCATION, SELOSESHA LOCATION, THABA NCHU, 9780",THABA NCHU,,Q3
442607295,COENRAAD SNYMAN P/S,Free State,MOTHEO,11,Primary,Public,,"MAIN ROAD, , , LADYBRAND, 9745",LADYBRAND,,Q4
440303102,COMMTECH CS/S,Free State,MOTHEO,2,Secondary,Public,,"10792 SINGONZO STREET, PHELINDABA, PHELINDABA, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440304240,CREDENCE P/S,Free State,MOTHEO,4,Primary,Public,,"PIETERSENSINGEL, HEIDEDAL, HEIDEDAL, BLOEMFONTEIN, 9306",BLOEMFONTEIN,,Q3
445802129,CURRO BLOEMFONTEIN CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"Frans Kleynhans Street, Groenvlei, Groenvlei, BLOEMFONTEIN, 9332",BLOEMFONTEIN,,
440303059,DALUXOLO P/S,Free State,MOTHEO,2,Primary,Public,,"1183 MAMANI STREET, , , BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q3
440304224,DANKBAAR CVO CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"Ou Kimberley Pad, Bainsvlei, Bainsvlei, BLOEMFONTEIN, 9338",BLOEMFONTEIN,,
441207299,DAWIESVILLE P/S,Free State,MOTHEO,10,Primary,Public,,"C/O BENBAADJIES & LEEUBEKKIE STREET, DAWIESVILLE LOCATION, DAWIESVILLE LOCATION, TWEESPRUIT, 9770",TWEESPRUIT,,Q1
440602069,DIBENGSATSEBO P/S,Free State,MOTHEO,6,Primary,Public,,"253 K SECTION, , , BOTSHABELO, 9781",BOTSHABELO,,Q2
440602042,DITHOLWANA P/S,Free State,MOTHEO,7,Primary,Public,,"440 Section D, Botshabelo, Botshabelo, BOTSHABELO, 9789",BOTSHABELO,,Q1
440304145,DITLATSE PF/S,Free State,MOTHEO,1,Primary,Public,,"ABRAMSKRAAL ROAD, HIGHLANDS FARM, HIGHLANDS FARM, BLOEMFONTEIN, 9338",BLOEMFONTEIN,,Q1
440603139,DR BETHUEL SETAI PF/S,Free State,MOTHEO,5,Primary,Public,,"Plot 101 Old Brandford Road, Olive Hill, Olive Hill, BLOEMFONTEIN, 9307",BLOEMFONTEIN,,Q1
440304229,DR CF VISSER P/S,Free State,MOTHEO,5,Primary,Public,,"Tibbie Visserlaan, Estoire, Estoire, BLOEMFONTEIN, 9313",BLOEMFONTEIN,,Q4
440303196,DR VILJOEN C/S,Free State,MOTHEO,5,Combined,Public,,"Harris Street, Willows, Willows, BLOEMFONTEIN, 9325",BLOEMFONTEIN,,Q5
440304241,DR. BLOK S/S,Free State,MOTHEO,4,Secondary,Public,,"Abdurahmanstraat 2, Heidedal, Heidedal, BLOEMFONTEIN, 9306",BLOEMFONTEIN,,Q4
444802119,EBENHAESERHOOGTE I/S,Free State,MOTHEO,12,Intermediate,Public,,"281 PETUNIASTREET, Ebenhaeserhoogte, Ebenhaeserhoogte, WEPENER, 9944",WEPENER,,Q1
445802135,EDUPLUS PI/S,Free State,MOTHEO,Unknown,Primary,Independent,,"8 Boerneef Street, Langenhovenpark, Langenhovenpark, BLOEMFONTEIN, 9301",BLOEMFONTEIN,,
440304169,EERSTELING PF/S,Free State,MOTHEO,1,Primary,Public,,"Plot 6, Kelly's View, Kelly's View, BLOEMFONTEIN, 9307",BLOEMFONTEIN,,Q1
443907272,EMANG P/S,Free State,MOTHEO,8,Primary,Public,,"BULTFONTEIN 2, THABA NCHU, THABA NCHU, THABA NCHU, 9783",THABA NCHU,,Q3
443907216,ERESKULD P/S,Free State,MOTHEO,9,Primary,Public,,"EXCELSIOR ROAD, RATLOU VILLAGE, RATLOU VILLAGE, THABA NCHU, 9775",THABA NCHU,,Q3
440304226,EUNICE P/S,Free State,MOTHEO,5,Primary,Public,,"Jock Meiring Street, Park West, Park West, BLOEMFONTEIN, 9324",BLOEMFONTEIN,,Q5
440304210,EUNICE S/S,Free State,MOTHEO,5,Secondary,Public,,"3 JOCK MEIRING ST, PARK WEST, PARK WEST, BLOEMFONTEIN, 9324",BLOEMFONTEIN,,Q5
441207293,EXCELSIOR C/S,Free State,MOTHEO,10,Combined,Public,,"47 Steyn Street , Excelsior, Excelsior, EXCELSIOR, 9760",EXCELSIOR,,Q3
442607343,EZEKIEL CHRISTIAN CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"56 Eaton Road, , , TWEESPRUIT, 9770",TWEESPRUIT,,
440602029,FADIMEHANG P/S,Free State,MOTHEO,7,Primary,Public,,"1085 SECTION A, BOTSHABELO, BOTSHABELO, BOTSHABELO, 9789",BOTSHABELO,,Q1
440303203,FAUNA P/S,Free State,MOTHEO,1,Primary,Public,,"150 Springbok Road, FAUNA , FAUNA , BLOEMFONTEIN, 9325",BLOEMFONTEIN,,Q4
443907221,FENYANG P/S,Free State,MOTHEO,9,Primary,Public,,"PARADYS TRUST, THABA NCHU, THABA NCHU, THABA NCHU, 9780",THABA NCHU,,Q1
440303204,FICHARDTPARK P/S,Free State,MOTHEO,1,Primary,Public,,"Welthagenstraat, Fichardtpark, Fichardtpark, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,Q5
440303188,FICHARDTPARK S/S,Free State,MOTHEO,1,Secondary,Public,,"Hudsonrylaan 24, Fichardtpark, Fichardtpark, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,Q5
444802058,GELUKWAARTS IF/S,Free State,MOTHEO,12,Intermediate,Public,,"LONGLEAD FARM, VANSTADENSRUS, VANSTADENSRUS, VANSTADENSRUS, 9945",VANSTADENSRUS,,Q1
440303183,GONYANE P/S,Free State,MOTHEO,4,Primary,Public,,"6593 Dr Lebona Street, BLOEMFONTEIN, BLOEMFONTEIN, BLOEMFONTEIN, 9307",BLOEMFONTEIN,,Q3
443907250,GORONYANE S/S,Free State,MOTHEO,8,Secondary,Public,,"3032 UNIT ONE , SELOSESHA, SELOSESHA, THABA NCHU, 9785",THABA NCHU,,Q3
445802138,GRASSLAND P/S,Free State,MOTHEO,3,Primary,Public,,"17329 EXTENSION 28, GRASSLAND 2, GRASSLAND 2, BLOEMFONTEIN, 9320",BLOEMFONTEIN,,Q3
445802141,GRASSLAND S/S,Free State,MOTHEO,3,Secondary,Public,,"19378 Rice Street, MANGAUNG, MANGAUNG, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440304230,GREY-KOLLEGE P/S,Free State,MOTHEO,5,Primary,Public,,"JOCK MEIRING ST, PARK WEST, PARK WEST, BLOEMFONTEIN, 9324",BLOEMFONTEIN,,Q5
440304211,GREY-KOLLEGE S/S,Free State,MOTHEO,5,Secondary,Public,,"Jock Meiring Street, , , BLOEMFONTEIN, 9324",BLOEMFONTEIN,,Q5
440304265,HEADSTART HIGH CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"38 MILL STREET, HAMILTON , HAMILTON , BLOEMFONTEIN, 9312",BLOEMFONTEIN,,
440304183,HEATHERDALE CS/S,Free State,MOTHEO,4,Secondary,Public,,"Heatherdale Road., Heidedal, Heidedal, BLOEMFONTEIN, 9306",BLOEMFONTEIN,,Q4
440304242,HEIDE P/S,Free State,MOTHEO,4,Primary,Public,,"92A Paper Street, Heidedal, Heidedal, BLOEMFONTEIN, 9306",BLOEMFONTEIN,,Q3
442607303,HERMANA P/S,Free State,MOTHEO,11,Primary,Public,,"OLIENHOUT STREET, MAUERSNEK, MAUERSNEK, LADYBRAND, 9745",LADYBRAND,,Q3
440303052,HODISA T/S,Free State,MOTHEO,5,Secondary,Public,,"420 NTLATI STREET, ROCKLANDS LOCATION, ROCKLANDS LOCATION, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440602041,HOHLE P/S,Free State,MOTHEO,6,Primary,Public,,"03 G SECTION, BOTSHABELO, BOTSHABELO, BOTSHABELO, 9781",BOTSHABELO,,Q3
440303194,HTS LOUIS BOTHA,Free State,MOTHEO,5,Secondary,Public,,"Victoria Road, Willows, Willows, BLOEMFONTEIN, 9320",BLOEMFONTEIN,,Q5
440304039,IHOBE P/S,Free State,MOTHEO,4,Primary,Public,,"6592B MOSHOESHOE ROAD, PHAHAMENG, PHAHAMENG, BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
440303032,IKAELELO S/S,Free State,MOTHEO,2,Secondary,Public,,"3051 MOIPOLAI STREET, ROCKLANDS, ROCKLANDS, BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
442607336,ITOKISETSENG BOKAMOSO S/S,Free State,MOTHEO,10,Secondary,Public,,"VAN ZYL STREET 52, , , HOBHOUSE, 9740",HOBHOUSE,,Q2
440303205,JIM FOUCHé P/S,Free State,MOTHEO,1,Primary,Public,,"Lavenderstraat, Gardeniapark , Gardeniapark , BLOEMFONTEIN, 9317",BLOEMFONTEIN,,Q5
440303189,JIM FOUCHé S/S,Free State,MOTHEO,1,Secondary,Public,,"Wildealslaan 1, Gardeniapark, Gardeniapark, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,Q5
441002118,JIMMIE ROOS-SKOOL SPES,Free State,MOTHEO,Unknown,Special Needs,Public,,"Jimmie Roos School, Farm Rooipoort 468, Farm Rooipoort 468, DEWETSDORP, 9940",DEWETSDORP,,
440304244,JOE SOLOMON P/S,Free State,MOTHEO,4,Primary,Public,,"3 Parish Avenue, Heidedal, Heidedal, BLOEMFONTEIN, 9306",BLOEMFONTEIN,,Q3
440304117,KAELANG S/S,Free State,MOTHEO,2,Secondary,Public,,"Chief Moroka str 4703, Rocklands, Rocklands, BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
440303070,KAGISHO  CS/S,Free State,MOTHEO,4,Secondary,Public,,"6625 MOHAPI STREET, PHAHAMENG, PHAHAMENG, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q3
445802143,KAMOHELO P/S,Free State,MOTHEO,3,Primary,Public,,"8806 PHASE 3, BLOEMSIDE, BLOEMSIDE, BLOEMFONTEIN, 9325",BLOEMFONTEIN,,Q3
440304029,KARABELO P/S,Free State,MOTHEO,2,Primary,Public,,"7797 Molatole Street, Rocklands Location, Rocklands Location, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440602082,KATAMELO I/S,Free State,MOTHEO,6,Intermediate,Public,,"3284 U SECTION, Botshabelo, Botshabelo, BOTSHABELO, 9781",BOTSHABELO,,Q2
441002123,KATISO  P/S,Free State,MOTHEO,12,Primary,Public,,"1539 REVONIA LOCATION, , , DEWETSDORP, 9940",DEWETSDORP,,Q3
443907269,KEIKELAME I/S,Free State,MOTHEO,9,Intermediate,Public,,"P.O BOX 455, GROOTDAM, GROOTDAM, THABA NCHU, 9780",THABA NCHU,,Q2
440303078,KGABANE P/S,Free State,MOTHEO,2,Primary,Public,,"1874 Malefane Street, Rocklands Location, Rocklands Location, BLOEMFONTEIN, 9315",BLOEMFONTEIN,,Q3
440303065,KGATO P/S,Free State,MOTHEO,2,Primary,Public,,"14620 MOIPOLAI STREET, ROCKLANDS , ROCKLANDS , BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
440602034,KGAUHO S/S,Free State,MOTHEO,6,Secondary,Public,,"471 SECTION C1, BOTSHABELO, BOTSHABELO, BOTSHABELO, 9781",BOTSHABELO,,Q2
440602053,KGORATHUTO S/S,Free State,MOTHEO,7,Secondary,Public,,"1426 Section D, BOTSHABELO, BOTSHABELO, BOTSHABELO, 9781",BOTSHABELO,,Q1
440303124,KGOTSOFALO IF/S,Free State,MOTHEO,1,Intermediate,Public,,"TIERPOORT JERUSALEM, TIERPOORT, TIERPOORT, BLOEMFONTEIN, 9325",BLOEMFONTEIN,,Q1
440304272,KHAKHAU P/S,Free State,MOTHEO,5,Primary,Public,,"9TH TOGEKREGGEN ROAD , GLEN , GLEN , BLOEMFONTEIN, 9360",BLOEMFONTEIN,,Q3
440602120,KHOTHATSO P/S,Free State,MOTHEO,7,Primary,Public,,"1253 SECTION T, SECTION T, SECTION T, BOTSHABELO, 9781",BOTSHABELO,,Q2
445802180,KHOTSO TAOLE S/S,Free State,MOTHEO,6,Secondary,Public,,"BOTSHABELO, , , BOTSHABELO, 9781",BOTSHABELO,,Q3
443907256,KHUNE P/S,Free State,MOTHEO,9,Primary,Public,,"12680 Rooifontein, Rooifonntein, Rooifonntein, THABA NCHU, 9775",THABA NCHU,,Q3
443907244,KOBUE P/S,Free State,MOTHEO,9,Primary,Public,,"8152 MOKWENA LOCATION, THABA NCHU, THABA NCHU, THABA NCHU, 9775",THABA NCHU,,Q1
440303206,KOOT NIEMANN P/S,Free State,MOTHEO,3,Primary,Public,,"Old Thaba Nchu Road, Bloemspruit, Bloemspruit, BLOEMFONTEIN, 9364",BLOEMFONTEIN,,Q3
440303251,KOPANONG S/S,Free State,MOTHEO,2,Secondary,Public,,"33039, TURFLAAGTE, TURFLAAGTE, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
444802016,KOREA IF/S,Free State,MOTHEO,12,Intermediate,Public,,"BONHILL, VANSTADENSRUS, VANSTADENSRUS, VANSTADENSRUS, 9945",VANSTADENSRUS,,Q1
440304233,KRUITBERG P/S,Free State,MOTHEO,3,Primary,Public,,"132 RAYMOND MAHLABA STREET , NAVALSIG, NAVALSIG, BLOEMFONTEIN, 9313",BLOEMFONTEIN,,Q5
445802156,KYRIOS CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"Coordinates: -29.035639, 26.141329, Groenvlei, Groenvlei, BLOEMFONTEIN, 9332",BLOEMFONTEIN,,
442607299,LADYBRAND ACADEMY CI/S,Free State,MOTHEO,Unknown,Combined,Independent,,"1 Collin Street, , , LADYBRAND, 9745",LADYBRAND,,
442607176,LADYBRAND P/S,Free State,MOTHEO,11,Primary,Public,,"1271 VENTER STREET, Manyatseng, Manyatseng, LADYBRAND, 9745",LADYBRAND,,Q2
442607298,LADYBRAND P/S,Free State,MOTHEO,11,Primary,Public,,"COLLIN STREET   , , , LADYBRAND, 9745",LADYBRAND,,Q4
442607292,LADYBRAND S/S,Free State,MOTHEO,11,Secondary,Public,,"Collin straat 26, , , LADYBRAND, 9745",LADYBRAND,,Q5
442607310,LADYBRAND SPEC./S,Free State,MOTHEO,Unknown,Special Needs,Public,,"COLLINSTREET/STRAAT  24, , , LADYBRAND, 9745",LADYBRAND,,
442607063,LE RENG S/S,Free State,MOTHEO,11,Secondary,Public,,"1692 Matleleng Drive, Manyatseng, Manyatseng, LADYBRAND, 9745",LADYBRAND,,Q2
442607209,LE ROUX P/S,Free State,MOTHEO,11,Primary,Public,,"2101 MATLELENG AVENUE, MANYATSENG, MANYATSENG, LADYBRAND, 9745",LADYBRAND,,Q3
440602045,LEBELO P/S,Free State,MOTHEO,7,Primary,Public,,"441 D Section, , , BOTSHABELO, 9781",BOTSHABELO,,Q1
440602046,LEFIKENG S/S,Free State,MOTHEO,6,Secondary,Public,,"1190 U SECTION, , , BOTSHABELO, 9781",BOTSHABELO,,Q2
440304162,LEGAE S/S,Free State,MOTHEO,4,Secondary,Public,,"6619 Mtjombile Street, Bochabela Location, Bochabela Location, BLOEMFONTEIN, 9307",BLOEMFONTEIN,,Q3
440304087,LEKHULONG S/S,Free State,MOTHEO,2,Secondary,Public,,"5081 MOJATAU STR., ROCKLANDS, ROCKLANDS, BLOEMFONTEIN, 9323",BLOEMFONTEIN,,Q3
440602122,LENYORA LA THUTO CS/S,Free State,MOTHEO,6,Secondary,Public,,"3224 H SEC, , , BOTSHABELO, 9781",BOTSHABELO,,Q2
440602072,LERATONG S/S,Free State,MOTHEO,6,Secondary,Public,,"2307 J SECTION, , , BOTSHABELO, 9781",BOTSHABELO,,Q1
440303011,LEREKO S/S,Free State,MOTHEO,2,Secondary,Public,,"Monaheng Street 7855, Kagisanong, Kagisanong, BLOEMFONTEIN, 9300",BLOEMFONTEIN,,Q3
440602027,LEROLE P/S,Free State,MOTHEO,7,Primary,Public,,"1339 E SECTION , , , BOTSHABELO, 9781",BOTSHABELO,,Q1
440303009,LESEDI P/S,Free State,MOTHEO,4,Primary,Public,,"4673 KOKOZELA STREET, BOCHABELA LOCATION, BOCHABELA LOCATION, BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
440303218,LETTIE FOUCHé SPEC,Free State,MOTHEO,Unknown,Special Needs,Public,,"Bloemendalroad 46A, Rayton, Rayton, BLOEMFONTEIN, 9310",BLOEMFONTEIN,,
445802247,LIBERTY IS/S,Free State,MOTHEO,Unknown,Secondary,Independent,,"504 Dewetsdorp Road , Grootvlei, Rodenbeck, Rodenbeck, BLOEMFONTEIN, 9317",BLOEMFONTEIN,,
444802117,LOUW WEPENER C/S,Free State,MOTHEO,12,Combined,Public,,"Minnaar Street, Wepener, Wepener, WEPENER, 9944",WEPENER,,Q4
440602084,MABELA P/S,Free State,MOTHEO,6,Primary,Public,,"514 SECTION U, BOTSHABELO, BOTSHABELO, BOTSHABELO, 9781",BOTSHABELO,,Q2
440304192,MABEOANA P/S,Free State,MOTHEO,2,Primary,Public,,"6591 JONGA STREET, PHAHAMENG, PHAHAMENG, BLOEMFONTEIN, 9315",BLOEMFONTEIN,,Q3
440303028,MABOLELA P/S,Free State,MOTHEO,2,Primary,Public,,"11875 MALEFANE STREET, ROCKLANDS, ROCKLANDS, BLOEMFONTEIN, 9309",BLOEMFONTEIN,,Q3
440303132,MABOLOKA P/S,Free State,MOTHEO,4,Primary,Public,,"4672 KOKOZELA STREET, BOCHABELA, BOCHABELA, BLOEMFONTEIN, 9315",BLOEMFONTEIN,,Q3
440607296,MAHLATSWETSA P/S,Free State,MOTHEO,10,Primary,Public,,"266 MAHLATSWETSA , , , EXCELSIOR, 9760",EXCELSIOR,,Q2
440602052,MAHLOHONOLO P/S,Free State,MOTHEO,7,Primary,Public,,"815 E Section, Botshabelo, Botshabelo, BOTSHABELO, 9781",BOTSHABELO,,Q1
